id,url,tweet,date,retweetCount,replyCount,likeCount,quoteCount,viewCount,inReplyToUsername,author/followers,author/following,author/userName,cleaned_words,month_year,sentiment,confidence,polarity
1846077054178975700,https://x.com/lifeofseryayu/status/1846077054178975788,them go rip you,2024-10-15 06:34:00,0,0,0,0,44.0,BenedictOc14977,1060,601,lifeofseryayu,rip,2024-10,negative,0.68241096,-1
1846076886289412600,https://x.com/lifeofseryayu/status/1846076886289412488,you guys are bunch of rippersnot gonna use your app again,2024-10-15 06:33:00,0,0,0,0,23.0,adaofanosike,1060,601,lifeofseryayu,guys bunch rippersnot gonna use app,2024-10,negative,0.9779932,-1
1846076745381773600,https://x.com/lifeofseryayu/status/1846076745381773651,bunch of rippers,2024-10-15 06:32:00,0,0,0,0,31.0,cardtonic,1060,601,lifeofseryayu,bunch rippers,2024-10,negative,0.5643606,-1
1845896525848650200,https://x.com/CypherWarlock/status/1845896525848650199,good evening i transferred money to my account and it hasnt reflected yet pls what wrong,2024-10-14 18:36:00,0,2,0,0,77.0,cardtonic,218,5098,CypherWarlock,good evening transferred money account hasnt reflected yet pls wrong,2024-10,negative,0.84423333,-1
1845192173383225600,https://x.com/Austn_of_Africa/status/1845192173383225493,i traded a newly bought gift card on your app and it was said to be invalid  when do you guys start scamming,2024-10-12 19:57:00,0,3,1,0,109.0,cardtonic,632,949,Austn_of_Africa,traded newly bought gift card app said invalid guys start scamming,2024-10,negative,0.9212228,-1
1844866118793486300,https://x.com/tellemweup/status/1844866118793486454,i dont even understand u people i dey complain about card for dm una dey promote same card wey i dey get issues untop,2024-10-11 22:22:00,0,3,0,0,61.0,cardtonic,2342,893,tellemweup,even understand people dey complain card dm una dey promote card wey dey get issues untop,2024-10,negative,0.8886296,-1
1844492360966926600,https://x.com/Psychofreaks_/status/1844492360966926634,i withdraw  usd from my virtual dollar card and i cant find it on my wallet  its problem upon problem you guys have been given me,2024-10-10 21:37:00,0,23,2,0,141.0,cardtonic,4287,1766,Psychofreaks_,withdraw usd virtual dollar card find wallet problem upon problem guys given,2024-10,negative,0.80791634,-1
1844074875969040600,https://x.com/David__simi/status/1844074875969040717,dont you guys respond to complaints,2024-10-09 17:58:00,0,4,0,0,51.0,cardtonic,3305,4959,David__simi,guys respond complaints,2024-10,negative,0.67240804,-1
1843730067421311200,https://x.com/OPrincehood/status/1843730067421311326,whats up with delay and no response why are you guys so slow,2024-10-08 19:07:00,0,2,0,0,37.0,cardtonic,111,473,OPrincehood,whats delay response guys slow,2024-10,negative,0.9643965,-1
1843720180893115000,https://x.com/iambrytt35/status/1843720180893114861,i need my money right now this is the second time,2024-10-08 18:28:00,0,0,0,0,26.0,cardtonic,23,164,iambrytt35,need money right second time,2024-10,negative,0.72101814,-1
1843718942793314800,https://x.com/iambrytt35/status/1843718942793314753,i will stop trading with you guys,2024-10-08 18:23:00,0,0,0,0,17.0,cardtonic,23,164,iambrytt35,stop trading guys,2024-10,negative,0.96537554,-1
1843685485635670000,https://x.com/OPrincehood/status/1843685485635670033,why do you keep your customers waiting,2024-10-08 16:10:00,0,0,0,0,16.0,FabrizioRomano,111,473,OPrincehood,keep customers waiting,2024-10,negative,0.84063035,-1
1843642359940297000,https://x.com/OPrincehood/status/1843642359940297035,hello i need urgent assistance on user level upgrade i have submitted my details and no response afterwards,2024-10-08 13:19:00,0,1,0,0,34.0,cardtonic,111,473,OPrincehood,hello need urgent assistance user level upgrade submitted details response afterwards,2024-10,negative,0.792048,-1
1843332000289317400,https://x.com/Afosmith9/status/1843332000289317327,over an hour a transaction has been made but no reply or notification from it,2024-10-07 16:46:00,0,1,0,0,32.0,cardtonic,2,27,Afosmith9,hour transaction made reply notification,2024-10,negative,0.57416075,-1
1843331783225737700,https://x.com/Afosmith9/status/1843331783225737650,your app delay,2024-10-07 16:45:00,0,2,0,0,30.0,cardtonic,2,27,Afosmith9,app delay,2024-10,negative,0.5976671,-1
1843237990447100000,https://x.com/yisrael___/status/1843237990447099953,when is the dollar card going to be available againi cant use mine rn,2024-10-07 10:32:00,0,1,0,0,64.0,cardtonic,1298,1559,yisrael___,dollar card going available againi use mine rn,2024-10,negative,0.77760524,-1
1842883801346609700,https://x.com/HonOgunmola88/status/1842883801346609550,this app is very bad i withdraw from my virtual dollar card since yesterday the fund is not yet in my wallet i regret using this app i should have stay with chipper card thought this will be more cool than chipper but hll no this is worse,2024-10-06 11:05:00,0,2,0,0,65.0,cardtonic,5,68,HonOgunmola88,app bad withdraw virtual dollar card since yesterday fund yet wallet regret using app stay chipper card thought cool chipper hll worse,2024-10,negative,0.9732743,-1
1842681395849920500,https://x.com/VMN_N/status/1842681395849920515,customer service is deadattend to me pleaseask  how it done,2024-10-05 21:40:00,0,3,0,0,88.0,cardtonic,36,183,VMN_N,customer service deadattend pleaseask done,2024-10,negative,0.8249888,-1
1842568878167368000,https://x.com/2ccups/status/1842568878167367961,please i need your help   its been over  hours i made a withdrawal via the cardtonic app and my withdrawal status is still pending,2024-10-05 14:13:00,0,1,0,0,80.0,cardtonic,2727,5105,2ccups,please need help hours made withdrawal via cardtonic app withdrawal status still pending,2024-10,negative,0.6200374,-1
1842293233633853400,https://x.com/Emir10477/status/1842293233633853533,cardtonic is repointing peoples card stop  trading it cardtonic,2024-10-04 19:58:00,0,0,0,0,38.0,cardtonic,35,629,Emir10477,cardtonic repointing peoples card stop trading cardtonic,2024-10,negative,0.5854575,-1
1842209423327977500,https://x.com/jacezino/status/1842209423327977584,cardtonic send me my money since yesterday youre yet to credit me none of your customers are replying to messages,2024-10-04 14:25:00,0,0,0,0,40.0,cardtonic,3,66,jacezino,cardtonic send money since yesterday youre yet credit none customers replying messages,2024-10,negative,0.8295611,-1
1842186931049775400,https://x.com/emperorgadgets2/status/1842186931049775430,since i placed a withdrawal request you guys havent paiduna want carry money run,2024-10-04 12:56:00,0,1,0,0,60.0,cardtonic,669,827,emperorgadgets2,since placed withdrawal request guys havent paiduna want carry money run,2024-10,negative,0.5802197,-1
1842164051721265700,https://x.com/lauraT0071/status/1842164051721265617,i uploaded a new card and i was told rejected or used thats a big lie its a new card and no one else have it sender also kept it save in his wallet and he lives alone no one can take it so who used if its not you guys please help me out and send my funds its just,2024-10-04 11:25:00,0,1,0,0,77.0,cardtonic,112,586,lauraT0071,uploaded new card told rejected used thats big lie new card else sender also kept save wallet lives alone take used guys please help send funds,2024-10,negative,0.54322773,-1
1842163654675911000,https://x.com/AchekuKing/status/1842163654675911001,my withdrawal has been pending for awhile now  please rectify this,2024-10-04 11:23:00,0,1,0,0,62.0,cardtonic,403,1945,AchekuKing,withdrawal pending awhile please rectify,2024-10,negative,0.6564085,-1
1842159408815460600,https://x.com/HalaalBaller/status/1842159408815460546,cardtonic don refund mebut i nor say make yo use them oooooo,2024-10-04 11:06:00,0,0,1,0,77.0,,4542,956,HalaalBaller,cardtonic refund mebut say yo use oooooo,2024-10,negative,0.49969515,-1
1842159154317693200,https://x.com/HalaalBaller/status/1842159154317693246,hellooooooooooo everybody cardtonic don refund me ooooooononsense,2024-10-04 11:05:00,0,1,0,0,105.0,,4542,956,HalaalBaller,hellooooooooooo everybody cardtonic refund ooooooononsense,2024-10,negative,0.76872617,-1
1842132573918544000,https://x.com/PeterStaunch/status/1842132573918543940,i make a withdraw and yet its taking long,2024-10-04 09:20:00,0,1,0,0,59.0,cardtonic,33,95,PeterStaunch,withdraw yet taking long,2024-10,negative,0.653345,-1
1842109352494207200,https://x.com/HalaalBaller/status/1842109352494207285,chipper wanted me to use  to reactivate my dollar card i was like this is day light robbery nauuui come go  with my own hands like i left a pickpocketer for an armed robber  scaaaammmmmmmmm,2024-10-04 07:47:00,0,1,1,0,140.0,,4542,956,HalaalBaller,chipper wanted use reactivate dollar card like day light robbery nauuui come hands like left pickpocketer armed robber scaaaammmmmmmmm,2024-10,negative,0.593246,-1
1842107591557623800,https://x.com/HalaalBaller/status/1842107591557623932,if yo use  for any transactions whatever yor eyes see take it like thatvery very unsafe and steals from customers,2024-10-04 07:40:00,0,0,1,0,94.0,,4542,956,HalaalBaller,yo use transactions whatever yor eyes take like thatvery unsafe steals customers,2024-10,negative,0.9128759,-1
1842101748430786800,https://x.com/HalaalBaller/status/1842101748430786888,boss  yo be scammeroleeeeeeeee,2024-10-04 07:17:00,0,0,0,0,61.0,,4542,956,HalaalBaller,boss yo scammeroleeeeeeeee,2024-10,negative,0.7290841,-1
1842101641786318800,https://x.com/HalaalBaller/status/1842101641786318976,avoid this virtual cardna thief get am,2024-10-04 07:17:00,0,1,0,0,37.0,cardtonic,4542,956,HalaalBaller,avoid virtual cardna thief get,2024-10,negative,0.64038587,-1
1842101436261204000,https://x.com/HalaalBaller/status/1842101436261204065,do not use  ooothey are scam,2024-10-04 07:16:00,0,1,0,0,102.0,,4542,956,HalaalBaller,use ooothey scam,2024-10,negative,0.9164141,-1
1842041413548036600,https://x.com/EustaceF28235/status/1842041413548036522,please rectify this issue and approve my payment that all this you guys have terrible customer services,2024-10-04 03:17:00,0,1,0,0,69.0,cardtonic,1,3,EustaceF28235,please rectify issue approve payment guys terrible customer services,2024-10,negative,0.96858025,-1
1842020000233611800,https://x.com/EthamFrancis/status/1842020000233611765,congrats didnt make the score too,2024-10-04 01:52:00,0,1,1,0,106.0,ui_kingsley,768,2053,EthamFrancis,congrats didnt score,2024-10,negative,0.54372585,-1
1841978442415538700,https://x.com/HalaalBaller/status/1841978442415538656,i for check twitter before using them sighcardtonic is a scammmmmmm ooo,2024-10-03 23:07:00,0,0,0,0,64.0,,4542,956,HalaalBaller,check twitter using sighcardtonic scammmmmmm ooo,2024-10,negative,0.81243795,-1
1841977811642548500,https://x.com/HalaalBaller/status/1841977811642548553,is a scamavoid it pleeeeeeeeasseeeee,2024-10-03 23:05:00,0,0,0,0,49.0,cardtonic,4542,956,HalaalBaller,scamavoid pleeeeeeeeasseeeee,2024-10,negative,0.7661717,-1
1841971975868317700,https://x.com/HalaalBaller/status/1841971975868317779,is  a scam,2024-10-03 22:41:00,0,0,0,0,67.0,,4542,956,HalaalBaller,scam,2024-10,negative,0.80043054,-1
1841826857164923100,https://x.com/sirsmith/status/1841826857164923136,i have an issue with my dollar card,2024-10-03 13:05:00,0,1,0,0,50.0,cardtonic,17,299,sirsmith,issue dollar card,2024-10,negative,0.91923505,-1
1841813581622399200,https://x.com/JJeffrreyy_/status/1841813581622399209,why is apple ecode at,2024-10-03 12:12:00,0,0,1,0,38.0,cardtonic,480,653,JJeffrreyy_,apple ecode,2024-10,negative,0.56924623,-1
1841806393973592600,https://x.com/JJeffrreyy_/status/1841806393973592498,you guys should work on your rates  they are so poor,2024-10-03 11:43:00,0,1,0,0,89.0,cardtonic,480,653,JJeffrreyy_,guys work rates poor,2024-10,negative,0.87267923,-1
1841515065629122600,https://x.com/Nonsothedreamer/status/1841515065629122639,this page is a scam omo,2024-10-02 16:26:00,0,1,0,0,60.0,cardtonic,31,663,Nonsothedreamer,page scam omo,2024-10,negative,0.9497814,-1
1841388755531223300,https://x.com/fewendop/status/1841388755531223215,your service is forcing me to look elsewhere why will your withdrawal process take up to  hours what card trading company does that takes  hours to redeem card and  hours to approve payment now i have one that withdrawal is still pending for almost  hours now,2024-10-02 08:04:00,0,1,0,0,46.0,instablog9ja,11,113,fewendop,service forcing look elsewhere withdrawal process take hours card trading company takes hours redeem card hours approve payment withdrawal still pending almost hours,2024-10,negative,0.950767,-1
1841388275493167400,https://x.com/fewendop/status/1841388275493167319,your service is forcing me to look elsewhere why will your withdrawal process take up to  hours what card trading company does that takes  hours to redeem card and  hours to approve payment now i have one that withdrawal is still pending for almost  hours now,2024-10-02 08:02:00,0,0,0,0,14.0,cardtonic,11,113,fewendop,service forcing look elsewhere withdrawal process take hours card trading company takes hours redeem card hours approve payment withdrawal still pending almost hours,2024-10,negative,0.950767,-1
1841356398569062700,https://x.com/Happy_boy_defau/status/1841356398569062679,are you people stealing from us already cause why will i load in two cards one was approved and the other you tell it is being rejected cause someone put it in earlier a new card i sent directly to you people,2024-10-02 05:55:00,0,1,0,0,105.0,cardtonic,741,937,Happy_boy_defau,people stealing us already cause load two cards approved tell rejected cause someone put earlier new card sent directly people,2024-10,negative,0.8543968,-1
1840794036136739000,https://x.com/fierce_q/status/1840794036136738948,it currently saying funding failed,2024-09-30 16:41:00,0,1,0,0,67.0,cardtonic,472,817,fierce_q,currently saying funding failed,2024-09,negative,0.71663177,-1
1840361979866653000,https://x.com/James49307004/status/1840361979866652843,are u just knowing this nime don delete their apps,2024-09-29 12:04:00,0,0,0,0,63.0,nobeef6227,49,582,James49307004,knowing nime delete apps,2024-09,negative,0.5702945,-1
1840330573660746000,https://x.com/ChimukaTinubu/status/1840330573660745883,drop evidence of people they have ripped,2024-09-29 09:59:00,0,0,0,0,79.0,nobeef6227,146,418,ChimukaTinubu,drop evidence people ripped,2024-09,negative,0.5734567,-1
1840178446850195500,https://x.com/trendpulse85/status/1840178446850195479,why cant i withdraw money deposited in your platform please,2024-09-28 23:55:00,0,1,1,0,66.0,cardtonic,3387,1170,trendpulse85,withdraw money deposited platform please,2024-09,negative,0.77815515,-1
1839963708585332700,https://x.com/Devgorithm/status/1839963708585332849,i received a suspicious message from someone impersonating your platform claiming i won a  steam card the link they provided was  just wanted to make sure others are aware of this scam and protect your community,2024-09-28 09:41:00,0,0,0,0,57.0,cardtonic,131,283,Devgorithm,received suspicious message someone impersonating platform claiming steam card link provided wanted sure others aware scam protect community,2024-09,negative,0.6697497,-1
1839871190824792300,https://x.com/Stephengoodlif3/status/1839871190824792269,writing with pain in my heart can you please tell me why you guys rejecting my apple gift cards this almost   apple gift card and still not redeemed i wouldnt like to change redeeming app cuz this is too much is there a problem with apple gift cards,2024-09-28 03:34:00,0,3,0,0,90.0,cardtonic,1097,1075,Stephengoodlif3,writing pain heart please tell guys rejecting apple gift cards almost apple gift card still redeemed wouldnt like change redeeming app cuz much problem apple gift cards,2024-09,negative,0.9611955,-1
1839773756538888200,https://x.com/themusesam/status/1839773756538888319,you people did not put biscuits and cornflakesi hate those things,2024-09-27 21:06:00,0,1,1,0,54.0,cardtonic,50,180,themusesam,people put biscuits cornflakesi hate things,2024-09,negative,0.9793566,-1
1839773603300291000,https://x.com/themusesam/status/1839773603300290966,why is everyone voting amala,2024-09-27 21:06:00,0,1,1,0,48.0,cardtonic,50,180,themusesam,everyone voting amala,2024-09,negative,0.5570473,-1
1838713314630631700,https://x.com/lisa_mac77920/status/1838713314630631724,i bought a card traded it with you you called it rejected you stole my card,2024-09-24 22:53:00,0,2,1,0,71.0,cardtonic,11,89,lisa_mac77920,bought card traded called rejected stole card,2024-09,negative,0.67937917,-1
1838286707940045000,https://x.com/0xChaos/status/1838286707940045057,didnt work for me i have this cardtonic graynone of them work,2024-09-23 18:37:00,0,2,0,0,40.0,nxtChidori,1646,5112,0xChaos,didnt work cardtonic graynone work,2024-09,negative,0.9287402,-1
1838132355866690000,https://x.com/emiedonmokumo/status/1838132355866689980,please tell me certificate such as bsc in computer science is not mandatory,2024-09-23 08:24:00,0,0,0,0,71.0,cardtonic,314,268,emiedonmokumo,please tell certificate bsc computer science mandatory,2024-09,negative,0.4835849,-1
1837484316177109000,https://x.com/banji_makekings/status/1837484316177109115,i didnt make ititll well,2024-09-21 13:29:00,0,0,1,0,14.0,RichardChukwu_,156,581,banji_makekings,didnt ititll well,2024-09,negative,0.5665084,-1
1837416084019798300,https://x.com/themusesam/status/1837416084019798151,why that delsu guy looking nervous na so ehn introvert reachabi he camera shy,2024-09-21 08:58:00,0,1,0,0,23.0,cardtonic,50,180,themusesam,delsu guy looking nervous ehn introvert reachabi camera shy,2024-09,negative,0.547969,-1
1837250974936597000,https://x.com/RichardChukwu_/status/1837250974936596948,ooh sorry about that,2024-09-20 22:02:00,0,0,2,0,126.0,CodewithVick,1290,1239,RichardChukwu_,ooh sorry,2024-09,negative,0.63142633,-1
1837242954764693800,https://x.com/CodewithVick/status/1837242954764693743,congratulations the test link didnt work for me so i had to let go,2024-09-20 21:30:00,0,1,1,0,153.0,RichardChukwu_,282,835,CodewithVick,congratulations test link didnt work let,2024-09,negative,0.47092497,-1
1837229293228732700,https://x.com/abidemi2434/status/1837229293228732731,i cant even find one react question there like this only thing i saw there and i know is all this git related questions,2024-09-20 20:36:00,0,0,0,0,45.0,letsgetsome2022,10,98,abidemi2434,even find react question like thing saw git related questions,2024-09,negative,0.5945856,-1
1837213375065117200,https://x.com/ramnan_/status/1837213375065117090,definitely not a working battery sha,2024-09-20 19:32:00,0,1,0,0,38.0,badgateway5XX,160,347,ramnan_,definitely working battery sha,2024-09,negative,0.7837922,-1
1837197512232390700,https://x.com/badgateway5XX/status/1837197512232390756,you dont want to know whats under the hood of that thing,2024-09-20 18:29:00,0,1,0,0,37.0,ramnan_,109,276,badgateway5XX,want whats hood thing,2024-09,negative,0.58198535,-1
1837197193016451300,https://x.com/ramnan_/status/1837197193016451207,you mean theres one thats in worse condition,2024-09-20 18:28:00,0,1,0,0,28.0,negrospiritual_,160,347,ramnan_,mean theres thats worse condition,2024-09,negative,0.7551614,-1
1837194864573960200,https://x.com/abidemi2434/status/1837194864573960272,i did the exam hoping they will ask about frontend questions but just asking that is not related to frontend,2024-09-20 18:19:00,0,1,0,0,182.0,cardtonic,10,98,abidemi2434,exam hoping ask frontend questions asking related frontend,2024-09,negative,0.58862853,-1
1837084544060596500,https://x.com/learnersheight/status/1837084544060596571,hi team theres an error with the content creation amp product mgt names kindly check that,2024-09-20 11:01:00,0,0,1,0,27.0,cardtonic,152,345,learnersheight,hi team theres error content creation product mgt names kindly check,2024-09,negative,0.5908364,-1
1837084395158508000,https://x.com/pen_anonym/status/1837084395158507961,i got a mail i was amongst the top  and cant see my name in the product management category,2024-09-20 11:00:00,0,0,0,0,68.0,cardtonic,2,72,pen_anonym,got mail amongst top name product management category,2024-09,negative,0.56230533,-1
1837081499721474300,https://x.com/Afterlyfe_Six/status/1837081499721474215,the link no dey work,2024-09-20 10:48:00,0,0,0,0,22.0,badgateway5XX,203,187,Afterlyfe_Six,link dey work,2024-09,negative,0.5548617,-1
1836154802851713500,https://x.com/oyinpreyemartin/status/1836154802851713455,traded my card with yall only for you to tell me that it has already been redeemedcard wey i just collect now nowyou people should do something about it asap,2024-09-17 21:26:00,0,1,0,0,26.0,cardtonic,24,140,oyinpreyemartin,traded card yall tell already redeemedcard wey collect nowyou people something asap,2024-09,negative,0.53380054,-1
1836151027566854400,https://x.com/David_Xhakah/status/1836151027566854383,dem las las don make everybody mad,2024-09-17 21:11:00,0,0,0,0,13.0,MobilePunch,14,77,David_Xhakah,dem las las everybody mad,2024-09,negative,0.73943865,-1
1836037258324959200,https://x.com/only1celeb_1/status/1836037258324959304,cardtonic  is not a good platform to trade guysthey will take the balance of your card and claim theyre not the onei lost my  to themplease use card brother instead,2024-09-17 13:39:00,0,0,0,0,87.0,cardtonic,82,514,only1celeb_1,cardtonic good platform trade guysthey take balance card claim theyre onei lost themplease use card brother instead,2024-09,negative,0.9427152,-1
1836032995636994000,https://x.com/only1celeb_1/status/1836032995636994053,catatonic is not a good platform to trade guysthey will take the balance of your card and claim theyre not the onei lost my  to themplease use card brother instead,2024-09-17 13:22:00,0,0,1,0,44.0,cardtonic,82,514,only1celeb_1,catatonic good platform trade guysthey take balance card claim theyre onei lost themplease use card brother instead,2024-09,negative,0.9534852,-1
1835664765223334000,https://x.com/currencyGLOB/status/1835664765223334005,my virtual card was blocked,2024-09-16 12:59:00,1,2,0,0,70.0,cardtonic,0,33,currencyGLOB,virtual card blocked,2024-09,negative,0.6387837,-1
1834908837507121400,https://x.com/davis_trigger/status/1834908837507121493,that the exact same scam i just experienced from cardtonic  september after it took them hours plus before they gave me a reply  who used my card these is the third time im trading with these platform,2024-09-14 10:55:00,0,1,0,0,97.0,DesmondNnakwe,34,237,davis_trigger,exact scam experienced cardtonic september took hours plus gave reply used card third time trading platform,2024-09,negative,0.82909983,-1
1834904095921992000,https://x.com/davis_trigger/status/1834904095921991841,cardtonic scammed me usd gift card these september,2024-09-14 10:36:00,0,20,6,3,394.0,itsSh0la,34,237,davis_trigger,cardtonic scammed usd gift card september,2024-09,negative,0.7890609,-1
1834671368044265500,https://x.com/toxicjigg/status/1834671368044265597,wrap up your dry jokes,2024-09-13 19:11:00,0,2,1,0,87.0,cardtonic,3882,2577,toxicjigg,wrap dry jokes,2024-09,negative,0.7205161,-1
1834535702903570700,https://x.com/Oluwerchnor/status/1834535702903570567,i tried using cardtonic but it not accepting the information on the card,2024-09-13 10:12:00,0,0,1,0,28.0,iam__temmyyy,1899,4960,Oluwerchnor,tried using cardtonic accepting information card,2024-09,negative,0.82325375,-1
1834511063452103000,https://x.com/4kay_babyy/status/1834511063452102798,see to this scam,2024-09-13 08:34:00,0,0,0,0,45.0,carddtonicsupor,158,179,4kay_babyy,scam,2024-09,negative,0.8477452,-1
1834491837916012500,https://x.com/DesmondNnakwe/status/1834491837916012660,see waitin u cause for me these app are fraudsters,2024-09-13 07:18:00,0,0,0,0,56.0,seyi_vibez,293,470,DesmondNnakwe,waitin cause app fraudsters,2024-09,negative,0.8881299,-1
1834480818351153400,https://x.com/DesmondNnakwe/status/1834480818351153510,this app are nothing but thief its such a shame that a big platform like these would be stealing like how on earth would my uncle send me card and you claim it already been used the second time this app is doing this and its clear these app are scam cuz  now fuck no,2024-09-13 06:34:00,0,2,0,1,137.0,cardtonic,293,470,DesmondNnakwe,app nothing thief shame big platform like would stealing like earth would uncle send card claim already used second time app clear app scam cuz fuck,2024-09,negative,0.978767,-1
1833666837688578600,https://x.com/RealCarson_/status/1833666837688578482,you are not replying my dm,2024-09-11 00:40:00,0,1,0,0,59.0,cardtonic,76,88,RealCarson_,replying dm,2024-09,negative,0.6762074,-1
1833496720983908400,https://x.com/RealCarson_/status/1833496720983908403,finding it difficult to use my card or to withdraw the balance please rectify,2024-09-10 13:24:00,0,2,0,0,43.0,cardtonic,76,88,RealCarson_,finding difficult use card withdraw balance please rectify,2024-09,negative,0.7644478,-1
1832680956664189400,https://x.com/AnoushkaLi98063/status/1832680956664189436,thiefs,2024-09-08 07:22:00,0,0,0,0,9.0,cardtonic,0,1,AnoushkaLi98063,thiefs,2024-09,negative,0.5427252,-1
1832680925169078300,https://x.com/AnoushkaLi98063/status/1832680925169078398,thiefs,2024-09-08 07:22:00,0,0,0,0,12.0,cardtonic,0,1,AnoushkaLi98063,thiefs,2024-09,negative,0.5427252,-1
1832396296818188500,https://x.com/Nero_billionz01/status/1832396296818188542,hello  please attend to me because i made a withdrawal from my virtual dollar card to my main balance on your app and till now i havent received my money and you guys are not saying anything about it please attend to it before i tag you guys as scammers,2024-09-07 12:31:00,0,3,2,0,140.0,,11,158,Nero_billionz01,hello please attend made withdrawal virtual dollar card main balance app till havent received money guys saying anything please attend tag guys scammers,2024-09,negative,0.9118513,-1
1832017671015063600,https://x.com/OdogwuNelly1st/status/1832017671015063634,you dy mind clownsomo even cardtonic is there for their gift cards but they always need vendorbro those boys need help,2024-09-06 11:27:00,0,2,0,0,95.0,spirofx14,1393,52,OdogwuNelly1st,dy mind clownsomo even cardtonic gift cards always need vendorbro boys need help,2024-09,negative,0.66526085,-1
1831408231907983600,https://x.com/sayyyyeazi/status/1831408231907983704,no option for apple card today why,2024-09-04 19:05:00,0,2,0,0,107.0,cardtonic,59,26,sayyyyeazi,option apple card today,2024-09,negative,0.6694335,-1
1831269133465305000,https://x.com/Highway8k/status/1831269133465305176,hello  im having issues with my withdrawal please respond,2024-09-04 09:52:00,0,1,0,0,109.0,cardtonic,748,630,Highway8k,hello issues withdrawal please respond,2024-09,negative,0.75492656,-1
1831240469914780000,https://x.com/Starguy147/status/1831240469914779799,you guys are rippers not once not twice refund the money,2024-09-04 07:58:00,0,0,0,0,42.0,Mrbankstips,206,292,Starguy147,guys rippers twice refund money,2024-09,negative,0.7800375,-1
1831209490303095000,https://x.com/Starguy147/status/1831209490303094930,you guys are rippers refund my money,2024-09-04 05:55:00,0,2,0,0,1295.0,chiditweets042,206,292,Starguy147,guys rippers refund money,2024-09,negative,0.92147005,-1
1831174002443768000,https://x.com/Aloysius_037/status/1831174002443767950,youre complaining on my behalf to get my money who does that you guys are thieves,2024-09-04 03:34:00,0,1,0,0,108.0,cardtonic,11,160,Aloysius_037,youre complaining behalf get money guys thieves,2024-09,negative,0.95819366,-1
1831173726148199000,https://x.com/Aloysius_037/status/1831173726148198905,whats wrong with you guys and scamming people of their money eh if youre not reliable anymore let us why will you be scamming people make my transactions of  cleared youre telling me its used,2024-09-04 03:33:00,0,1,0,0,49.0,cardtonic,11,160,Aloysius_037,whats wrong guys scamming people money eh youre reliable anymore let us scamming people transactions cleared youre telling used,2024-09,negative,0.95793504,-1
1831103681476833300,https://x.com/PeterStaunch/status/1831103681476833351,i make withdraw and havent get credited why taking long time,2024-09-03 22:55:00,0,2,0,0,98.0,cardtonic,33,95,PeterStaunch,withdraw havent get credited taking long time,2024-09,negative,0.7332404,-1
1831089469426139100,https://x.com/kenboohgey/status/1831089469426139143,just scammed me of my itunes card tried trading on their platform and got ripped they started telling to go back to my source when i get the cards mailed directly to my email from apple first time i put the card they said invalid code,2024-09-03 21:58:00,0,2,1,0,113.0,cardtonic,11,63,kenboohgey,scammed itunes card tried trading platform got ripped started telling back source get cards mailed directly email apple first time put card said invalid code,2024-09,negative,0.83456904,-1
1830994038377312500,https://x.com/itskaytone/status/1830994038377312490,still pending i cant even find the transaction this is ridiculous this is scam,2024-09-03 15:39:00,0,10,0,0,114.0,cardtonic,301,143,itskaytone,still pending even find transaction ridiculous scam,2024-09,negative,0.9739458,-1
1830858987341820400,https://x.com/itskaytone/status/1830858987341820295,this has been going on for too long lets report and take down cardtonic,2024-09-03 06:42:00,0,1,0,0,63.0,Dosky_guyy,301,143,itskaytone,going long lets report take cardtonic,2024-09,negative,0.8114585,-1
1830858141841359000,https://x.com/itskaytone/status/1830858141841359190,same issue here cardtonic is a big scam,2024-09-03 06:39:00,0,2,0,0,94.0,lisa_mac77920,301,143,itskaytone,issue cardtonic big scam,2024-09,negative,0.9356106,-1
1830856208619626800,https://x.com/AdenijiEt90931/status/1830856208619626733,i didnt make it this stage  ill put more effort next time,2024-09-03 06:31:00,0,1,0,0,39.0,cardtonic,28,347,AdenijiEt90931,didnt stage ill put effort next time,2024-09,negative,0.6048776,-1
1830265423218217200,https://x.com/Natureboyxr/status/1830265423218217299,dont you think you should report this account,2024-09-01 15:24:00,0,1,0,0,41.0,carddtonicsupor,15,166,Natureboyxr,think report account,2024-09,negative,0.5028133,-1
1829655507923320800,https://x.com/lisa_mac77920/status/1829655507923320856,i made two transactions and till now i havent received payment,2024-08-30 23:00:00,0,5,1,0,103.0,cardtonic,11,89,lisa_mac77920,made two transactions till havent received payment,2024-08,negative,0.6906836,-1
1829507089888420000,https://x.com/BarnhattSuttyn/status/1829507089888420078,this thing just make dem don block my cardtonic account,2024-08-30 13:10:00,0,1,1,0,309.0,TalentedVirtual,703,1222,BarnhattSuttyn,thing dem block cardtonic account,2024-08,negative,0.64137906,-1
1828984650171036000,https://x.com/PeterStaunch/status/1828984650171035912,i make withdraw and yet havent get credited,2024-08-29 02:34:00,0,3,0,0,88.0,cardtonic,33,95,PeterStaunch,withdraw yet havent get credited,2024-08,negative,0.6617452,-1
1828979267725672700,https://x.com/PeterStaunch/status/1828979267725672691,i make withdraw yet you guys havent credit me,2024-08-29 02:13:00,0,1,0,0,113.0,cardtonic,33,95,PeterStaunch,withdraw yet guys havent credit,2024-08,negative,0.53872246,-1
1828813970586886100,https://x.com/imhaperr/status/1828813970586886213,shut up scam,2024-08-28 15:16:00,0,1,0,0,40.0,imhaperr,9,2,imhaperr,shut scam,2024-08,negative,0.8834221,-1
